server_generation,latency_sensitivity,time_step,capacity,demand
GPU.S1,high,3,76.0,76.0
GPU.S2,low,3,0.0,0.0
GPU.S2,medium,3,0.0,0.0
GPU.S2,high,3,0.0,0.0
GPU.S3,low,3,0.0,0.0
GPU.S3,medium,3,0.0,0.0
GPU.S3,high,3,0.0,0.0
CPU.S1,low,4,35381.0,35381.0
CPU.S1,medium,4,31906.0,31906.0
CPU.S1,high,4,22420.0,22420.0
CPU.S2,low,4,0.0,0.0
CPU.S2,medium,4,0.0,0.0
CPU.S2,high,4,0.0,0.0
CPU.S3,low,4,0.0,0.0
CPU.S3,medium,4,0.0,0.0
CPU.S3,high,4,0.0,0.0
CPU.S4,low,4,0.0,0.0
CPU.S4,medium,4,0.0,0.0
CPU.S4,high,4,0.0,0.0
GPU.S1,low,4,25.0,25.0
GPU.S1,medium,4,64.0,64.0
GPU.S1,high,4,115.0,115.0
GPU.S2,low,4,0.0,0.0
GPU.S2,medium,4,0.0,0.0
GPU.S2,high,4,0.0,0.0
GPU.S3,low,4,0.0,0.0
GPU.S3,medium,4,0.0,0.0
GPU.S3,high,4,0.0,0.0
CPU.S1,low,5,47127.0,47127.0
CPU.S1,medium,5,43522.0,43522.0
CPU.S1,high,5,29628.0,29628.0
CPU.S2,low,5,0.0,0.0
CPU.S2,medium,5,0.0,0.0
CPU.S2,high,5,0.0,0.0
CPU.S3,low,5,0.0,0.0
CPU.S3,medium,5,0.0,0.0
CPU.S3,high,5,0.0,0.0
CPU.S4,low,5,0.0,0.0
CPU.S4,medium,5,0.0,0.0
CPU.S4,high,5,0.0,0.0
GPU.S1,low,5,31.0,31.0
GPU.S1,medium,5,81.0,81.0
GPU.S1,high,5,135.0,135.0
GPU.S2,low,5,0.0,0.0
GPU.S2,medium,5,0.0,0.0
GPU.S2,high,5,0.0,0.0
GPU.S3,low,5,0.0,0.0
GPU.S3,medium,5,0.0,0.0
GPU.S3,high,5,0.0,0.0
CPU.S1,low,6,78956.0,78956.0
CPU.S1,medium,6,60385.356941040045,60385.35694104005
CPU.S1,high,6,45103.0,45103.0
CPU.S2,low,6,0.0,0.0
CPU.S2,medium,6,0.0,0.0
CPU.S2,high,6,0.0,0.0
CPU.S3,low,6,0.0,0.0
CPU.S3,medium,6,0.0,0.0
CPU.S3,high,6,0.0,0.0
CPU.S4,low,6,0.0,0.0
CPU.S4,medium,6,0.0,0.0
CPU.S4,high,6,0.0,0.0
GPU.S1,low,6,30.0,30.0
GPU.S1,medium,6,105.0,105.0
GPU.S1,high,6,168.0,168.0
GPU.S2,low,6,0.0,0.0
GPU.S2,medium,6,0.0,0.0
GPU.S2,high,6,0.0,0.0
GPU.S3,low,6,0.0,0.0
GPU.S3,medium,6,0.0,0.0
GPU.S3,high,6,0.0,0.0
CPU.S1,low,7,83019.0,83019.0
CPU.S1,medium,7,61334.0,61334.0
CPU.S1,high,7,44971.10976967282,44560.0
CPU.S2,low,7,0.0,0.0
CPU.S2,medium,7,0.0,0.0
CPU.S2,high,7,0.0,0.0
CPU.S3,low,7,0.0,0.0
CPU.S3,medium,7,0.0,0.0
CPU.S3,high,7,0.0,0.0
CPU.S4,low,7,0.0,0.0
CPU.S4,medium,7,0.0,0.0
CPU.S4,high,7,0.0,0.0
GPU.S1,low,7,40.0,40.0
GPU.S1,medium,7,125.0,125.0
GPU.S1,high,7,172.0,172.0
GPU.S2,low,7,0.0,0.0
GPU.S2,medium,7,0.0,0.0
GPU.S2,high,7,0.0,0.0
GPU.S3,low,7,0.0,0.0
GPU.S3,medium,7,0.0,0.0
GPU.S3,high,7,0.0,0.0
CPU.S1,low,8,97192.0,97192.0
CPU.S1,medium,8,73848.0,73848.0
CPU.S1,high,8,56233.0,56233.0
CPU.S2,low,8,0.0,0.0
CPU.S2,medium,8,0.0,0.0
CPU.S2,high,8,0.0,0.0
CPU.S3,low,8,0.0,0.0
CPU.S3,medium,8,0.0,0.0
CPU.S3,high,8,0.0,0.0
CPU.S4,low,8,0.0,0.0
CPU.S4,medium,8,0.0,0.0
CPU.S4,high,8,0.0,0.0
GPU.S1,low,8,50.0,50.0
GPU.S1,medium,8,151.0,151.0
GPU.S1,high,8,168.0,168.0
GPU.S2,low,8,0.0,0.0
GPU.S2,medium,8,0.0,0.0
GPU.S2,high,8,0.0,0.0
GPU.S3,low,8,0.0,0.0
GPU.S3,medium,8,0.0,0.0
GPU.S3,high,8,0.0,0.0
CPU.S1,low,9,98743.82231376758,98743.8223137676
CPU.S1,medium,9,84951.0,84951.0
CPU.S1,high,9,65316.0,65316.0
CPU.S2,low,9,0.0,0.0
CPU.S2,medium,9,0.0,0.0
CPU.S2,high,9,0.0,0.0
CPU.S3,low,9,0.0,0.0
CPU.S3,medium,9,0.0,0.0
CPU.S3,high,9,0.0,0.0
CPU.S4,low,9,0.0,0.0
CPU.S4,medium,9,0.0,0.0
CPU.S4,high,9,0.0,0.0
GPU.S1,low,9,48.0,47.99999999999999
GPU.S1,medium,9,172.0,172.0
GPU.S1,high,9,170.0,170.0
GPU.S2,low,9,0.0,0.0
GPU.S2,medium,9,0.0,0.0
GPU.S2,high,9,0.0,0.0
GPU.S3,low,9,0.0,0.0
GPU.S3,medium,9,0.0,0.0
GPU.S3,high,9,0.0,0.0
CPU.S1,low,10,96954.31215990151,96954.31215990151
CPU.S1,medium,10,107359.0,107359.0
CPU.S1,high,10,80180.0,80180.0
CPU.S2,low,10,0.0,0.0
CPU.S2,medium,10,0.0,0.0
CPU.S2,high,10,0.0,0.0
CPU.S3,low,10,0.0,0.0
CPU.S3,medium,10,0.0,0.0
CPU.S3,high,10,0.0,0.0
CPU.S4,low,10,0.0,0.0
CPU.S4,medium,10,0.0,0.0
CPU.S4,high,10,0.0,0.0
GPU.S1,low,10,60.0,60.0
GPU.S1,medium,10,207.0,207.00000000000003
GPU.S1,high,10,207.0,207.0
GPU.S2,low,10,0.0,0.0
GPU.S2,medium,10,0.0,0.0
GPU.S2,high,10,0.0,0.0
GPU.S3,low,10,0.0,0.0
GPU.S3,medium,10,0.0,0.0
GPU.S3,high,10,0.0,0.0
CPU.S1,low,11,95831.85974798104,95831.85974798104
CPU.S1,medium,11,131184.0,131184.0
CPU.S1,high,11,92417.0,92417.0
CPU.S2,low,11,0.0,0.0
CPU.S2,medium,11,0.0,0.0
CPU.S2,high,11,0.0,0.0
CPU.S3,low,11,0.0,0.0
CPU.S3,medium,11,0.0,0.0
CPU.S3,high,11,0.0,0.0
CPU.S4,low,11,0.0,0.0
CPU.S4,medium,11,0.0,0.0
CPU.S4,high,11,0.0,0.0
GPU.S1,low,11,80.0,80.0
GPU.S1,medium,11,228.0,228.0
GPU.S1,high,11,190.0,190.0
GPU.S2,low,11,0.0,0.0
GPU.S2,medium,11,0.0,0.0
GPU.S2,high,11,0.0,0.0
GPU.S3,low,11,0.0,0.0
GPU.S3,medium,11,0.0,0.0
GPU.S3,high,11,0.0,0.0
CPU.S1,low,12,96141.57107737809,96141.57107737812
CPU.S1,medium,12,149075.0,149075.0
CPU.S1,high,12,102125.0,102125.0
CPU.S2,low,12,0.0,0.0
CPU.S2,medium,12,0.0,0.0
CPU.S2,high,12,0.0,0.0
CPU.S3,low,12,0.0,0.0
CPU.S3,medium,12,0.0,0.0
CPU.S3,high,12,0.0,0.0
CPU.S4,low,12,0.0,0.0
CPU.S4,medium,12,0.0,0.0
CPU.S4,high,12,0.0,0.0
GPU.S1,low,12,86.0,86.0
GPU.S1,medium,12,252.0,252.0
GPU.S1,high,12,213.0,213.0
GPU.S2,low,12,0.0,0.0
GPU.S2,medium,12,0.0,0.0
GPU.S2,high,12,0.0,0.0
GPU.S3,low,12,0.0,0.0
GPU.S3,medium,12,0.0,0.0
GPU.S3,high,12,0.0,0.0
CPU.S1,low,13,93801.17392990502,93801.17392990505
CPU.S1,medium,13,163781.0,163781.0
CPU.S1,high,13,112929.0,112929.0
CPU.S2,low,13,0.0,0.0
CPU.S2,medium,13,0.0,0.0
CPU.S2,high,13,0.0,0.0
CPU.S3,low,13,0.0,0.0
CPU.S3,medium,13,0.0,0.0
CPU.S3,high,13,0.0,0.0
CPU.S4,low,13,0.0,0.0
CPU.S4,medium,13,0.0,0.0
CPU.S4,high,13,0.0,0.0
GPU.S1,low,13,125.0,125.0
GPU.S1,medium,13,274.0,274.0
GPU.S1,high,13,251.0,251.0
GPU.S2,low,13,0.0,0.0
GPU.S2,medium,13,0.0,0.0
GPU.S2,high,13,0.0,0.0
GPU.S3,low,13,0.0,0.0
GPU.S3,medium,13,0.0,0.0
GPU.S3,high,13,0.0,0.0
CPU.S1,low,14,95446.08852763669,95446.08852763678
CPU.S1,medium,14,168160.48729007348,168160.48729007348
CPU.S1,high,14,121918.96805394276,121918.96805394278
CPU.S2,low,14,0.0,0.0
CPU.S2,medium,14,0.0,0.0
CPU.S2,high,14,0.0,0.0
CPU.S3,low,14,0.0,0.0
CPU.S3,medium,14,0.0,0.0
CPU.S3,high,14,0.0,0.0
CPU.S4,low,14,0.0,0.0
CPU.S4,medium,14,0.0,0.0
CPU.S4,high,14,0.0,0.0
GPU.S1,low,14,131.0,131.0
GPU.S1,medium,14,292.0,292.0
GPU.S1,high,14,309.0,309.0
GPU.S2,low,14,0.0,0.0
GPU.S2,medium,14,0.0,0.0
GPU.S2,high,14,0.0,0.0
GPU.S3,low,14,0.0,0.0
GPU.S3,medium,14,0.0,0.0
GPU.S3,high,14,0.0,0.0
CPU.S1,low,15,98059.8161610626,98059.81616106263
CPU.S1,medium,15,170475.42056925708,170139.0
CPU.S1,high,15,120698.61573661353,117180.0
CPU.S2,low,15,0.0,0.0
CPU.S2,medium,15,0.0,0.0
CPU.S2,high,15,0.0,0.0
CPU.S3,low,15,0.0,0.0
CPU.S3,medium,15,0.0,0.0
CPU.S3,high,15,0.0,0.0
CPU.S4,low,15,0.0,0.0
CPU.S4,medium,15,0.0,0.0
CPU.S4,high,15,0.0,0.0
GPU.S1,low,15,146.0,146.0
GPU.S1,medium,15,306.0,306.0
GPU.S1,high,15,314.0,314.0
GPU.S2,low,15,0.0,0.0
GPU.S2,medium,15,0.0,0.0
GPU.S2,high,15,0.0,0.0
GPU.S3,low,15,0.0,0.0
GPU.S3,medium,15,0.0,0.0
GPU.S3,high,15,0.0,0.0
CPU.S1,low,16,98159.31122928033,98159.31122928031
CPU.S1,medium,16,174637.0,174637.0
CPU.S1,high,16,122939.0,122939.0
CPU.S2,low,16,0.0,0.0
CPU.S2,medium,16,0.0,0.0
CPU.S2,high,16,0.0,0.0
CPU.S3,low,16,0.0,0.0
CPU.S3,medium,16,0.0,0.0
CPU.S3,high,16,0.0,0.0
CPU.S4,low,16,0.0,0.0
CPU.S4,medium,16,0.0,0.0
CPU.S4,high,16,0.0,0.0
GPU.S1,low,16,180.00507825291007,179.0
GPU.S1,medium,16,329.0,329.0
GPU.S1,high,16,266.0,266.0
GPU.S2,low,16,0.0,0.0
GPU.S2,medium,16,0.0,0.0
GPU.S2,high,16,0.0,0.0
GPU.S3,low,16,0.0,0.0
GPU.S3,medium,16,0.0,0.0
GPU.S3,high,16,0.0,0.0
CPU.S1,low,17,93985.77481578857,93985.77481578861
CPU.S1,medium,17,222274.0,222274.0
CPU.S1,high,17,130567.0,130567.0
CPU.S2,low,17,0.0,0.0
CPU.S2,medium,17,0.0,0.0
CPU.S2,high,17,0.0,0.0
CPU.S3,low,17,0.0,0.0
CPU.S3,medium,17,0.0,0.0
CPU.S3,high,17,0.0,0.0
CPU.S4,low,17,0.0,0.0
CPU.S4,medium,17,0.0,0.0
CPU.S4,high,17,0.0,0.0
GPU.S1,low,17,185.0,185.0
GPU.S1,medium,17,344.0,344.0
GPU.S1,high,17,275.0,275.0
GPU.S2,low,17,0.0,0.0
GPU.S2,medium,17,0.0,0.0
GPU.S2,high,17,0.0,0.0
GPU.S3,low,17,0.0,0.0
GPU.S3,medium,17,0.0,0.0
GPU.S3,high,17,0.0,0.0
CPU.S1,low,18,96905.29549542298,96905.29549542302
CPU.S1,medium,18,235811.6768813034,235811.67688130343
CPU.S1,high,18,132672.71396821798,132672.71396821795
CPU.S2,low,18,0.0,0.0
CPU.S2,medium,18,0.0,0.0
CPU.S2,high,18,0.0,0.0
CPU.S3,low,18,0.0,0.0
CPU.S3,medium,18,0.0,0.0
CPU.S3,high,18,0.0,0.0
CPU.S4,low,18,0.0,0.0
CPU.S4,medium,18,0.0,0.0
CPU.S4,high,18,0.0,0.0
GPU.S1,low,18,179.0,179.0
GPU.S1,medium,18,378.0,378.0
GPU.S1,high,18,311.0,311.0
GPU.S2,low,18,0.0,0.0
GPU.S2,medium,18,0.0,0.0
GPU.S2,high,18,0.0,0.0
GPU.S3,low,18,0.0,0.0
GPU.S3,medium,18,0.0,0.0
GPU.S3,high,18,0.0,0.0
CPU.S1,low,19,96954.87156138575,96954.87156138569
CPU.S1,medium,19,243943.00000000006,243943.0
CPU.S1,high,19,119880.0,119880.0
CPU.S2,low,19,0.0,0.0
CPU.S2,medium,19,0.0,0.0
CPU.S2,high,19,0.0,0.0
CPU.S3,low,19,0.0,0.0
CPU.S3,medium,19,0.0,0.0
CPU.S3,high,19,0.0,0.0
CPU.S4,low,19,0.0,0.0
CPU.S4,medium,19,0.0,0.0
CPU.S4,high,19,0.0,0.0
GPU.S1,low,19,197.0,197.0
GPU.S1,medium,19,413.0,413.0
GPU.S1,high,19,385.0,385.0
GPU.S2,low,19,0.0,0.0
GPU.S2,medium,19,0.0,0.0
GPU.S2,high,19,0.0,0.0
GPU.S3,low,19,0.0,0.0
GPU.S3,medium,19,0.0,0.0
GPU.S3,high,19,0.0,0.0
CPU.S1,low,20,95881.77780919074,95881.77780919068
CPU.S1,medium,20,268543.0,268543.0
CPU.S1,high,20,114766.48391730383,109933.0
CPU.S2,low,20,0.0,0.0
CPU.S2,medium,20,0.0,0.0
CPU.S2,high,20,0.0,0.0
CPU.S3,low,20,0.0,0.0
CPU.S3,medium,20,0.0,0.0
CPU.S3,high,20,0.0,0.0
CPU.S4,low,20,0.0,0.0
CPU.S4,medium,20,0.0,0.0
CPU.S4,high,20,0.0,0.0
GPU.S1,low,20,261.03993374717464,231.0
GPU.S1,medium,20,425.0,425.0
GPU.S1,high,20,301.0,301.0
GPU.S2,low,20,0.0,0.0
GPU.S2,medium,20,0.0,0.0
GPU.S2,high,20,0.0,0.0
GPU.S3,low,20,0.0,0.0
GPU.S3,medium,20,0.0,0.0
GPU.S3,high,20,0.0,0.0
CPU.S1,low,21,97016.72818525738,97016.72818525741
CPU.S1,medium,21,312346.0,312346.0
CPU.S1,high,21,112780.0,112780.0
CPU.S2,low,21,0.0,0.0
CPU.S2,medium,21,0.0,0.0
CPU.S2,high,21,0.0,0.0
CPU.S3,low,21,0.0,0.0
CPU.S3,medium,21,0.0,0.0
CPU.S3,high,21,0.0,0.0
CPU.S4,low,21,0.0,0.0
CPU.S4,medium,21,0.0,0.0
CPU.S4,high,21,0.0,0.0
GPU.S1,low,21,283.0,283.0
GPU.S1,medium,21,447.0,447.0
GPU.S1,high,21,271.0,271.0
GPU.S2,low,21,0.0,0.0
GPU.S2,medium,21,0.0,0.0
GPU.S2,high,21,0.0,0.0
GPU.S3,low,21,0.0,0.0
GPU.S3,medium,21,0.0,0.0
GPU.S3,high,21,0.0,0.0
CPU.S1,low,22,98718.09619838864,98718.09619838867
CPU.S1,medium,22,321904.0,321904.0
CPU.S1,high,22,124513.0,124513.0
CPU.S2,low,22,0.0,0.0
CPU.S2,medium,22,0.0,0.0
CPU.S2,high,22,0.0,0.0
CPU.S3,low,22,0.0,0.0
CPU.S3,medium,22,0.0,0.0
CPU.S3,high,22,0.0,0.0
CPU.S4,low,22,0.0,0.0
CPU.S4,medium,22,0.0,0.0
CPU.S4,high,22,0.0,0.0
GPU.S1,low,22,297.581858273521,297.581858273521
GPU.S1,medium,22,483.0,483.0
GPU.S1,high,22,317.0,317.0
GPU.S2,low,22,0.0,0.0
GPU.S2,medium,22,0.0,0.0
GPU.S2,high,22,0.0,0.0
GPU.S3,low,22,0.0,0.0
GPU.S3,medium,22,0.0,0.0
GPU.S3,high,22,0.0,0.0
CPU.S1,low,23,95012.5699686939,95012.56996869389
CPU.S1,medium,23,363444.0,363444.0
CPU.S1,high,23,160927.0,160927.0
CPU.S2,low,23,0.0,0.0
CPU.S2,medium,23,0.0,0.0
CPU.S2,high,23,0.0,0.0
CPU.S3,low,23,0.0,0.0
CPU.S3,medium,23,0.0,0.0
CPU.S3,high,23,0.0,0.0
CPU.S4,low,23,0.0,0.0
CPU.S4,medium,23,0.0,0.0
CPU.S4,high,23,0.0,0.0
GPU.S1,low,23,355.91514169123764,343.00000000000006
GPU.S1,medium,23,494.8160466427798,482.0
GPU.S1,high,23,254.71212352506646,197.0
GPU.S2,low,23,0.0,0.0
GPU.S2,medium,23,0.0,0.0
GPU.S2,high,23,0.0,0.0
GPU.S3,low,23,0.0,0.0
GPU.S3,medium,23,0.0,0.0
GPU.S3,high,23,0.0,0.0
CPU.S1,low,24,66149.78333136553,66149.7833313655
CPU.S1,medium,24,417656.20294285746,417656.2029428574
CPU.S1,high,24,170052.0,170052.0
CPU.S2,low,24,0.0,0.0
CPU.S2,medium,24,0.0,0.0
CPU.S2,high,24,0.0,0.0
CPU.S3,low,24,0.0,0.0
CPU.S3,medium,24,0.0,0.0
CPU.S3,high,24,0.0,0.0
CPU.S4,low,24,0.0,0.0
CPU.S4,medium,24,0.0,0.0
CPU.S4,high,24,0.0,0.0
GPU.S1,low,24,353.8703981577844,353.0
GPU.S1,medium,24,499.00000000000006,499.0
GPU.S1,high,24,265.0,265.0
GPU.S2,low,24,0.0,0.0
GPU.S2,medium,24,0.0,0.0
GPU.S2,high,24,0.0,0.0
GPU.S3,low,24,0.0,0.0
GPU.S3,medium,24,0.0,0.0
GPU.S3,high,24,0.0,0.0
CPU.S1,low,25,27717.945850511765,27717.94585051178
CPU.S1,medium,25,420448.54646241013,420448.54646241013
CPU.S1,high,25,204996.0,204996.0
CPU.S2,low,25,0.0,0.0
CPU.S2,medium,25,0.0,0.0
CPU.S2,high,25,0.0,0.0
CPU.S3,low,25,0.0,0.0
CPU.S3,medium,25,0.0,0.0
CPU.S3,high,25,0.0,0.0
CPU.S4,low,25,0.0,0.0
CPU.S4,medium,25,0.0,0.0
CPU.S4,high,25,0.0,0.0
GPU.S1,low,25,349.0,349.0
GPU.S1,medium,25,527.0,527.0
GPU.S1,high,25,352.0,352.0
GPU.S2,low,25,0.0,0.0
GPU.S2,medium,25,0.0,0.0
GPU.S2,high,25,0.0,0.0
GPU.S3,low,25,0.0,0.0
GPU.S3,medium,25,0.0,0.0
GPU.S3,high,25,0.0,0.0
CPU.S1,low,26,17865.086616383767,17865.086616383865
CPU.S1,medium,26,424155.8351519202,424155.8351519202
CPU.S1,high,26,210885.22559804245,210885.22559804242
CPU.S2,low,26,0.0,0.0
CPU.S2,medium,26,0.0,0.0
CPU.S2,high,26,0.0,0.0
CPU.S3,low,26,0.0,0.0
CPU.S3,medium,26,0.0,0.0
CPU.S3,high,26,0.0,0.0
CPU.S4,low,26,0.0,0.0
CPU.S4,medium,26,0.0,0.0
CPU.S4,high,26,0.0,0.0
GPU.S1,low,26,338.0,338.0
GPU.S1,medium,26,563.0,563.0
GPU.S1,high,26,497.0,497.0
GPU.S2,low,26,0.0,0.0
GPU.S2,medium,26,0.0,0.0
GPU.S2,high,26,0.0,0.0
GPU.S3,low,26,0.0,0.0
GPU.S3,medium,26,0.0,0.0
GPU.S3,high,26,0.0,0.0
CPU.S1,low,27,17615.91616210987,17615.91616210976
CPU.S1,medium,27,425345.78529557923,425345.78529557923
CPU.S1,high,27,208078.99999999997,208079.0
CPU.S2,low,27,0.0,0.0
CPU.S2,medium,27,0.0,0.0
CPU.S2,high,27,0.0,0.0
CPU.S3,low,27,0.0,0.0
CPU.S3,medium,27,0.0,0.0
CPU.S3,high,27,0.0,0.0
CPU.S4,low,27,0.0,0.0
CPU.S4,medium,27,0.0,0.0
CPU.S4,high,27,0.0,0.0
GPU.S1,low,27,381.0,381.00000000000006
GPU.S1,medium,27,581.0,581.0
GPU.S1,high,27,480.0,480.0
GPU.S2,low,27,0.0,0.0
GPU.S2,medium,27,0.0,0.0
GPU.S2,high,27,0.0,0.0
GPU.S3,low,27,0.0,0.0
GPU.S3,medium,27,0.0,0.0
GPU.S3,high,27,0.0,0.0
CPU.S1,low,28,17738.261479299945,17738.261479299923
CPU.S1,medium,28,412370.7076276324,412370.7076276324
CPU.S1,high,28,217375.30216746504,216517.0
CPU.S2,low,28,0.0,0.0
CPU.S2,medium,28,0.0,0.0
CPU.S2,high,28,0.0,0.0
CPU.S3,low,28,0.0,0.0
CPU.S3,medium,28,0.0,0.0
CPU.S3,high,28,0.0,0.0
CPU.S4,low,28,0.0,0.0
CPU.S4,medium,28,0.0,0.0
CPU.S4,high,28,0.0,0.0
GPU.S1,low,28,402.0,402.0
GPU.S1,medium,28,594.0,594.0
GPU.S1,high,28,668.0,668.0
GPU.S2,low,28,0.0,0.0
GPU.S2,medium,28,0.0,0.0
GPU.S2,high,28,0.0,0.0
GPU.S3,low,28,0.0,0.0
GPU.S3,medium,28,0.0,0.0
GPU.S3,high,28,0.0,0.0
CPU.S1,low,29,-1.8945426761885542e-10,257069.59706541302
CPU.S1,medium,29,399918.96330682636,399918.9633068263
CPU.S1,high,29,256060.0,256060.0
CPU.S2,low,29,0.0,0.0
CPU.S2,medium,29,0.0,0.0
CPU.S2,high,29,0.0,0.0
CPU.S3,low,29,0.0,0.0
CPU.S3,medium,29,0.0,0.0
CPU.S3,high,29,0.0,0.0
CPU.S4,low,29,0.0,0.0
CPU.S4,medium,29,0.0,0.0
CPU.S4,high,29,0.0,0.0
GPU.S1,low,29,409.8739265139322,409.87392651393213
GPU.S1,medium,29,617.0,617.0
GPU.S1,high,29,827.0,827.0
GPU.S2,low,29,0.0,0.0
GPU.S2,medium,29,0.0,0.0
GPU.S2,high,29,0.0,0.0
GPU.S3,low,29,0.0,0.0
GPU.S3,medium,29,0.0,0.0
GPU.S3,high,29,0.0,0.0
CPU.S1,low,30,0.0,131434.01853489602
CPU.S1,medium,30,380308.6172028327,380308.6172028326
CPU.S1,high,30,279464.7723832028,279464.7723832028
CPU.S2,low,30,0.0,0.0
CPU.S2,medium,30,0.0,0.0
CPU.S2,high,30,0.0,0.0
CPU.S3,low,30,0.0,0.0
CPU.S3,medium,30,0.0,0.0
CPU.S3,high,30,0.0,0.0
CPU.S4,low,30,0.0,0.0
CPU.S4,medium,30,0.0,0.0
CPU.S4,high,30,0.0,0.0
GPU.S1,low,30,407.99999999999983,408.0
GPU.S1,medium,30,660.0,660.0
GPU.S1,high,30,786.0,786.0
GPU.S2,low,30,0.0,0.0
GPU.S2,medium,30,0.0,0.0
GPU.S2,high,30,0.0,0.0
GPU.S3,low,30,0.0,0.0
GPU.S3,medium,30,0.0,0.0
GPU.S3,high,30,0.0,0.0
CPU.S1,low,31,7.926268936935477e-11,112702.47436080601
CPU.S1,medium,31,367317.4943046929,367317.49430469295
CPU.S1,high,31,277888.0,277888.0
CPU.S2,low,31,0.0,0.0
CPU.S2,medium,31,0.0,0.0
CPU.S2,high,31,0.0,0.0
CPU.S3,low,31,0.0,0.0
CPU.S3,medium,31,0.0,0.0
CPU.S3,high,31,0.0,0.0
CPU.S4,low,31,0.0,0.0
CPU.S4,medium,31,0.0,0.0
CPU.S4,high,31,0.0,0.0
GPU.S1,low,31,428.88101701332596,369.0
GPU.S1,medium,31,717.0,717.0
GPU.S1,high,31,694.0,694.0
GPU.S2,low,31,0.0,0.0
GPU.S2,medium,31,0.0,0.0
GPU.S2,high,31,0.0,0.0
GPU.S3,low,31,0.0,0.0
GPU.S3,medium,31,0.0,0.0
GPU.S3,high,31,0.0,0.0
CPU.S1,low,32,-9.166342466852905e-11,261564.35413650304
CPU.S1,medium,32,323049.43893935566,323049.43893935566
CPU.S1,high,32,324467.0,324467.0
CPU.S2,low,32,0.0,0.0
CPU.S2,medium,32,0.0,0.0
CPU.S2,high,32,0.0,0.0
CPU.S3,low,32,0.0,0.0
CPU.S3,medium,32,0.0,0.0
CPU.S3,high,32,0.0,0.0
CPU.S4,low,32,0.0,0.0
CPU.S4,medium,32,0.0,0.0
CPU.S4,high,32,0.0,0.0
GPU.S1,low,32,447.6629050306476,438.0
GPU.S1,medium,32,740.0,740.0
GPU.S1,high,32,650.0,650.0
GPU.S2,low,32,0.0,0.0
GPU.S2,medium,32,0.0,0.0
GPU.S2,high,32,0.0,0.0
GPU.S3,low,32,0.0,0.0
GPU.S3,medium,32,0.0,0.0
GPU.S3,high,32,0.0,0.0
CPU.S1,low,33,-1.63795482068857e-10,344109.24575969705
CPU.S1,medium,33,248972.7839748801,248972.7839748799
CPU.S1,high,33,406004.4175478167,406004.41754781664
CPU.S2,low,33,0.0,0.0
CPU.S2,medium,33,0.0,0.0
CPU.S2,high,33,0.0,0.0
CPU.S3,low,33,0.0,0.0
CPU.S3,medium,33,0.0,0.0
CPU.S3,high,33,0.0,0.0
CPU.S4,low,33,0.0,0.0
CPU.S4,medium,33,0.0,0.0
CPU.S4,high,33,0.0,0.0
GPU.S1,low,33,466.0,466.0
GPU.S1,medium,33,756.0,756.0
GPU.S1,high,33,652.0,652.0
GPU.S2,low,33,0.0,0.0
GPU.S2,medium,33,0.0,0.0
GPU.S2,high,33,0.0,0.0
GPU.S3,low,33,0.0,0.0
GPU.S3,medium,33,0.0,0.0
